number,value,datetime_start,datetime_complete,duration,params_atr_period,params_atr_stop_multiplier,params_atr_target_multiplier,params_ema_fast,params_ema_slow,params_min_atr_threshold,params_rsi_overbought,params_rsi_oversold,params_rsi_period,state
87,-inf,2025-11-12 20:41:28.515842,2025-11-12 20:41:31.776505,0 days 00:00:03.260663,12,0.8332668481520168,1.5072591477282589,11,38,0.9940431029727326,76.754307404531,21.40073429423943,16,COMPLETE
88,-inf,2025-11-12 20:41:31.777508,2025-11-12 20:41:35.054574,0 days 00:00:03.277066,10,1.7878155032313197,1.8277323837066426,10,30,0.43966340315561714,73.19589635340091,23.02046679888513,19,COMPLETE
89,-inf,2025-11-12 20:41:35.054574,2025-11-12 20:41:38.228523,0 days 00:00:03.173949,11,0.9185459173555981,3.3456279647764067,8,46,0.49752066531562755,73.51490200742745,30.89437344528417,15,COMPLETE
90,-inf,2025-11-12 20:41:38.229522,2025-11-12 20:41:41.471047,0 days 00:00:03.241525,19,1.7144477399074294,2.8672366683455994,9,44,0.5514271982173514,68.2668803096505,22.003140478140956,17,COMPLETE
91,-inf,2025-11-12 20:41:41.472047,2025-11-12 20:41:44.752008,0 days 00:00:03.279961,18,1.5359743929625909,3.242666449540827,11,27,0.27790703957342205,70.12272818480025,26.22233345832328,10,COMPLETE
92,-inf,2025-11-12 20:41:44.753008,2025-11-12 20:41:48.363511,0 days 00:00:03.610503,13,1.4192802979256847,3.29918082171631,12,36,0.3267473249044613,67.4996450669933,24.183674320486393,11,COMPLETE
93,-inf,2025-11-12 20:41:48.365511,2025-11-12 20:41:52.195337,0 days 00:00:03.829826,20,1.367977689665115,3.4311138218749924,11,29,0.2455501475661636,68.0897131856879,25.316331799108283,10,COMPLETE
94,-inf,2025-11-12 20:41:52.196336,2025-11-12 20:41:56.219122,0 days 00:00:04.022786,18,1.6513144540558136,2.081823190212747,12,50,0.3066860012623854,67.19251952514799,28.13991768946581,11,COMPLETE
95,-inf,2025-11-12 20:41:56.220121,2025-11-12 20:42:00.200537,0 days 00:00:03.980416,16,1.2033838651882272,3.3775679576388775,10,33,0.611186497238994,69.51848526751316,23.62996381329516,10,COMPLETE
96,-inf,2025-11-12 20:42:00.201537,2025-11-12 20:42:04.088055,0 days 00:00:03.886518,19,1.3116667979276595,3.4556559043549084,9,31,0.879427115051497,68.9527169190802,22.84956933294841,12,COMPLETE
97,-inf,2025-11-12 20:42:04.089050,2025-11-12 20:42:07.487796,0 days 00:00:03.398746,14,1.6758572838792711,3.1752847141094955,13,26,0.6443989663694328,72.92588744385829,24.68248460079502,18,COMPLETE
98,-inf,2025-11-12 20:42:07.488795,2025-11-12 20:42:11.524061,0 days 00:00:04.035266,10,1.5700141402267613,3.285136889596108,11,22,0.8461853632800866,74.10114024448471,22.405127326465948,20,COMPLETE
99,-inf,2025-11-12 20:42:11.525062,2025-11-12 20:42:14.771405,0 days 00:00:03.246343,15,1.4046146129783912,2.682470354739407,10,28,0.35829109485377053,70.39902096219895,25.890954538023433,16,COMPLETE
